CÓDIGO ;PRODUTO ;CUSTO;VENDA;DESCONTO A VISTA 
;CANTONEIRA ABAS IGUAIS 2'';1.37;2.5;1.9571428571428575
;CANTONEIRA ABAS IGUAIS 3'';1.85;3.0;2.6428571428571432
;CANTONEIRA ABAS IGUAIS 4'';2.19;3.5;3.1285714285714286
;CANTONEIRA BRANCA 1/2 3 METROS;8.27;15.0;11.814285714285715
;CANTONEIRA BRANCA 3/4 3 METROS;11.5;18.0;16.42857142857143
;CANTONEIRA POLIDA 1/2 3 METROS;7.65;12.5;10.92857142857143
;CANTONEIRA POLIDA 3/4 3 METROS;11.32;18.0;16.171428571428574
;CANTONEIRA PRETA 3/4 3 METROS;11.8;18.5;16.857142857142858
;CAPA LARGA/PAULISTINHA;1.85;3.0;2.6428571428571432
;CAPACITOR 127V 3 FIOS;6.5;10.0;9.285714285714286
;CAPACITOR BIVOLT 2 FIOS;4.9;8.0;7.000000000000001
;CARRIOLA FUZIL CHAPA 26;152.67;235.0;218.1
;CARRIOLA QUADARADA REFORÇADA;247.26;385.0;353.22857142857146
;CARVAO FURADEIRA;5.0;10.0;7.142857142857143
;CASTOR  ROLO NÃO RESPINGA ECONOMICO 23CM;6.12;12.0;8.742857142857144
;CASTOR BANDEJA 1000ML;6.06;13.0;8.657142857142857
;CASTOR MICROFIBRA PLUS 18X23;8.56;15.0;12.22857142857143
;CASTOR ROLO ESPUMA POLIESTER 05CM;3.51;5.5;5.014285714285714
;CASTOR ROLO TEXTURA 23CM;10.86;18.0;15.514285714285714
;CASTOR ROLO TOPA TUPO 6X15 NÃO RESPINGA;7.59;11.9;10.842857142857143
;CASTOR ROLO TOPA TUPO 6X5 NÃO RESPINGA;5.0;7.8;7.142857142857143
;CASTOR ROLO TOPA TUPO 6X9 NÃO RESPINGA;6.64;10.5;9.485714285714286
;CATALISADOR ACELERADOR SECAGEM 100ML MOCOCA;8.14;13.0;11.62857142857143
;CATALISADOR ACELERADOR SECAGEM 150ML MAX RUBBER;14.31;22.5;20.442857142857147
;CATRACA CAÇULA P/ ARAME LISO ;7.75;11.95;11.071428571428573
;CATRACA PRENDEDOR DE CARGA 4,5M X 2,5CM;22.9;36.9;32.714285714285715
;CAVADEIRA ARTICULADA REFORCADA PEGORARI;107.16;165.0;153.0857142857143
;Cestinha Válvula Americana Metal Cromada 3.1/2;4.69;8.0;6.700000000000001
;Cestinha Válvula Americana Plástico Cromada 3.1/2;2.17;5.0;3.1
;CESTO C/ TAMPA 40L;45.07;73.0;64.38571428571429
;CHAPEU 1031;16.9;27.0;24.142857142857142
;CHAPEU 106;23.9;35.0;34.142857142857146
;CHAPEU 108;21.9;30.5;31.285714285714285
;CHAPEU 216;19.9;32.0;28.428571428571427
;CHAPEU 306;17.9;28.0;25.57142857142857
;CHAPEU 307;17.9;26.5;25.57142857142857
;CHAPEU 324;18.9;27.8;27.0
;CHAPEU 510;18.9;30.0;27.0
;CHAPEU 704 / 703;32.9;51.0;47.0
;CHAVE BITS CANHAO 5/16;6.4;10.0;9.142857142857144
;CHAVE BITS CANHAO 7/16;7.8;12.5;11.142857142857144
7890428026156.0;CHAVE BOIA MARGIRIUS;28.5;45.0;40.714285714285715
;CHAVE CANHAO FOXLUX 6MM;18.37;29.0;26.242857142857147
;CHAVE CANHAO PROFIELD 10MM;13.1;21.0;18.714285714285715
;CHAVE CANHAO PROFIELD 11MM;13.3;21.0;19.000000000000004
;CHAVE CANHAO PROFIELD 13MM;14.2;22.0;20.285714285714285
;CHAVE CANHAO PROFIELD 6MM;12.7;20.0;18.142857142857142
;CHAVE CANHAO PROFIELD 7MM;12.8;20.0;18.28571428571429
;CHAVE CANHAO PROFIELD 8MM;12.9;20.0;18.42857142857143
;CHAVE CATRACA 11;27.02;42.0;38.6
;CHAVE COMBINADA 10MM;6.8;10.5;9.714285714285715
;CHAVE COMBINADA 11MM;5.75;8.9;8.214285714285715
;CHAVE COMBINADA 12MM;6.61;10.9;9.442857142857143
;CHAVE COMBINADA 13MM;7.05;10.9;10.071428571428571
;CHAVE COMBINADA 15MM;8.6;13.5;12.285714285714286
;CHAVE COMBINADA 17MM;10.57;16.5;15.100000000000001
;CHAVE COMBINADA 19MM;11.75;18.2;16.78571428571429
;CHAVE COMBINADA 21MM;17.62;28.0;25.171428571428574
;CHAVE COMBINADA 24MM;22.32;34.5;31.88571428571429
;CHAVE COMBINADA 8MM;5.28;7.9;7.542857142857144
;CHAVE DE CANO WURTH 10;67.87;96.0;96.95714285714287
;CHAVE DE CANO WURTH 12;88.41;105.0;126.3
;CHAVE INGLESA N08;24.92;39.9;35.6
20008110.0;CHAVE INGLESA N10;41.18;63.9;58.82857142857143
20008112.0;CHAVE INGLESA N12;52.5;82.0;75.0
9100200081159.0;CHAVE INGLESA N14;96.5;149.9;137.85714285714286
;CHAVE L LONGA 10;16.2;25.0;23.142857142857142
;CHAVE L LONGA 11;17.2;26.5;24.571428571428573
;CHAVE L LONGA 12;18.9;30.0;27.0
;CHAVE L LONGA 13;21.53;34.0;30.75714285714286
;CHAVE L LONGA 14;22.67;35.0;32.38571428571429
;CHAVE L LONGA 15;24.5;38.0;35.0
;CHAVE L LONGA 8;15.8;25.0;22.571428571428573
;CHAVE LIGA/DESLIGA 2POLOS 15A;7.84;14.0;11.200000000000001
;CHAVE LIGA/DESLIGA/LIGA 3POLOS 15A;7.84;14.0;11.200000000000001
;CHAVE ON OFF 29 15A;14.99;32.0;21.414285714285715
;CHAVE PARA MANDRIL 13MM;5.57;10.0;7.957142857142858
;CHAVE PHILIPIS 1/4X1/2;7.5;11.6;10.714285714285715
;CHAVE PHILIPIS 1/4X4;10.98;17.0;15.685714285714287
;CHAVE PHILIPIS 1/8X3;6.27;10.0;8.957142857142857
;CHAVE PHILIPIS 2X150;8.3;14.0;11.85714285714286
;CHAVE PHILIPIS 3/16X4;6.9;11.9;9.857142857142858
;CHAVE PHILIPIS 3/16X5;6.95;11.0;9.928571428571429
;CHAVE TESTE DIGITAL;6.8;12.0;9.714285714285715
;CHAVETA AMARELA  R01;9.8;15.0;14.000000000000002
7898436140550.0;CHEMICOLOR ALUMINIO 400ML;13.99;23.0;19.985714285714288
;CHEMICOLOR CORES ALTA TEMPERATURA;16.99;57.0;24.271428571428572
;CHEMICOLOR CORES SPRAY;13.5;20.0;19.28571428571429
;CHEMICOLOR METALIZADO SPRAY;16.99;27.0;24.271428571428572
;CHEMICOLOR REMOVEDOR DE TINTA;21.95;34.0;31.357142857142858
;CHEMICOLOR VERNIZ SPRAY;14.5;23.0;20.714285714285715
;CHEMICOLOR VERNIZ SPRAY MADEIRA;20.0;31.0;28.571428571428573
;CHURRASQUEIRA AREIA 135020;578.73;895.0;826.757142857143
;CHURRASQUEIRA BOTIJAO;110.0;170.0;157.14285714285714
;CHURRASQUEIRA CERAMICA 132009;550.46;850.0;786.3714285714286
;CHURRASQUEIRA GRANDE;140.0;190.0;200.0
;CHURRASQUEIRA GRANITO TABACO 135079;589.74;910.0;842.4857142857144
;CHURRASQUEIRA MEDIA;120.0;160.0;171.42857142857144
;CHURRASQUEIRA MESCLA 132057;550.46;850.0;786.3714285714286
;CHURRASQUEIRA MINI;40.0;70.0;57.142857142857146
;CHURRASQUEIRA PEQUENA;70.0;100.0;100.0
;CHUVEIRO DUCHA HYDRA BALLERINA 3T;33.93;53.0;48.471428571428575
;CHUVEIRO DUCHA HYDRA GORDUCHA 3T;34.88;55.0;49.828571428571436
;CHUVEIRO DUCHA LORENZETTI BELLA DUCHA ULTRA 4T;50.9;83.0;72.71428571428572
;CHUVEIRO DUCHA LORENZETTI MAXI DUCHA;51.99;75.0;74.27142857142857
;CHUVEIRO DUCHA LORENZETTI SHOWER ELETRONICA;85.9;148.0;122.71428571428574
;CHUVEIRO PLASTICO ASTRA 6'';26.42;41.0;37.74285714285715
;CIMENTO CAMPEAO;26.0;35.0;37.142857142857146
;CIMENTO CSN 50KG;28.5;40.0;40.714285714285715
;CIMENTO ITAU 25KG;16.8;22.0;24.000000000000004
;CIMENTO ITAU 50KG;30.9;40.0;44.142857142857146
;CIMENTO LIZ 50KG;30.6;37.0;43.71428571428572
7891333103574.0;COJUNTO THEMA BACIA QUAD ACOPLADA C/ FURO VASO SANITARIO;548.8;790.0;784.0
;COLA BRANCA 1KG;16.38;26.9;23.4
;COLA BRANCA 500G;9.85;18.5;14.071428571428571
;COLA CONTATO CASCOLA TRADICIONAL 195G;20.34;32.0;29.05714285714286
;COLA CONTATO CASCOLA TRADICIONAL 2,8KG;132.34;204.9;189.05714285714288
7891200007868.0;COLA CONTATO CASCOLA TRADICIONAL 30G;9.43;15.9;13.471428571428572
;COLA CONTATO CASCOLA TRADICIONAL 400G;24.65;38.0;35.214285714285715
;COLA INSTANTANEA 793;6.5;12.0;9.285714285714286
;COLA MADEIRA 100F TEKBOND;4.17;7.0;5.957142857142857
;COLA MADEIRA GARIN 280G;4.95;8.5;7.071428571428572
;COLA SUPERBONDER 3G;5.02;7.25;7.171428571428572
;COLA TUDO WURTH 50ML/75G;28.72;36.8;41.02857142857143
7896094502116.0;COLA VINIL 17G;3.99;8.0;5.700000000000001
;COLSON CAMARA DE AR;14.13;22.0;20.185714285714287
;COLUNA INCEPA ZIP P/ LAVATORIO BR;66.83;110.0;95.47142857142858
;COLUNA PRONTA 8MM (15X15) 6M GERDAU;77.99;120.0;111.41428571428571
;COLUNA PRONTA 8MM (7X14) 6M GERDAU;67.7;105.0;96.71428571428572
;CONECTOR COAXIAL;0.33;0.8;0.4714285714285715
;CONECTOR FIO ALAVANCA 2P;1.24;2.5;1.7714285714285716
;CONECTOR FIO ALAVANCA 3P;1.85;3.0;2.6428571428571432
;CONECTOR GARRA DE MORCEGO 1,5MM X 6MM;6.9;10.8;9.857142857142858
;CONECTOR GARRA DE MORCEGO 4MM X 35MM;12.99;20.0;18.557142857142857
;CONECTOR METALICO 16MM;4.18;6.5;5.9714285714285715
;CONECTOR PORCELANA 3 X 10MM;2.96;5.0;4.228571428571429
;CONEXAO ADAPTADOR SOLDAVEL 20x1/2;0.69;1.0;0.9857142857142857
;CONEXAO ADAPTADOR SOLDAVEL 25x3/4;0.48;1.0;0.6857142857142857
;CONEXAO ADAPTADOR SOLDAVEL 32x1'';1.4;2.5;2.0
;CONEXAO ADAPTADOR SOLDAVEL 40X1.1/4;4.05;6.7;5.785714285714286
;CONEXAO ADAPTADOR SOLDAVEL 50X1.1/2;2.9;4.5;4.142857142857143
;CONEXAO BRANCA BUCHA REDUCAO ROSCAVEL 1.1/2X1;4.99;8.0;7.128571428571429
;CONEXAO BRANCA BUCHA REDUCAO ROSCAVEL 1.1/2X3/4;10.65;15.0;15.214285714285715
;CONEXAO BRANCA BUCHA REDUCAO ROSCAVEL 1.1/4X1;4.35;8.0;6.214285714285714
;CONEXAO BRANCA BUCHA REDUCAO ROSCAVEL 1.1/4X3/4;4.17;8.0;5.957142857142857
;CONEXAO BRANCA BUCHA REDUCAO ROSCAVEL 1X3/4;3.2;4.95;4.571428571428572
;CONEXAO BRANCA BUCHA REDUCAO ROSCAVEL 3/4X20;0.74;2.0;1.0571428571428572
;CONEXAO BRANCA CAP ROSCAVEL 1.1/4;5.69;7.9;8.12857142857143
;CONEXAO BRANCA CAP ROSCAVEL 1X32;2.96;4.2;4.228571428571429
;CONEXAO BRANCA CAP ROSCAVEL 3/4X25;1.45;2.5;2.0714285714285716
;CONEXAO BRANCA JOELHO ROSCAVEL 1/2X90;1.46;2.5;2.085714285714286
;CONEXAO BRANCA JOELHO ROSCAVEL 1X90;5.16;8.0;7.371428571428572
;CONEXAO BRANCA JOELHO ROSCAVEL 3/4X90;1.94;3.0;2.7714285714285714
;CONEXAO BRANCA LUVA REDUCAO ROSCAVEL 1X3/4;8.99;12.8;12.842857142857143
;CONEXAO BRANCA LUVA REDUCAO ROSCAVEL 3/4X1/2;2.89;4.2;4.128571428571429
;CONEXAO BRANCA LUVA ROSCAVEL 1.1/4;8.99;14.0;12.842857142857143
;CONEXAO BRANCA LUVA ROSCAVEL 1.1/5;9.5;15.0;13.571428571428573
;CONEXAO BRANCA LUVA ROSCAVEL 1/2;1.48;2.5;2.1142857142857143
;CONEXAO BRANCA NIPEL ROSCA 1'';2.5;3.9;3.5714285714285716
;CONEXAO BRANCA NIPEL ROSCA 1/2;0.82;1.3;1.1714285714285715
;CONEXAO BRANCA NIPEL ROSCA 3/4;1.0;2.0;1.4285714285714286
;CONEXAO BRANCA PLUG 1/2;0.4;1.0;0.5714285714285715
;CONEXAO BRANCA PLUG 3/4;0.56;1.0;0.8000000000000002
;CONEXAO BRANCA TEE ROSCAVEL 1'';13.57;21.0;19.385714285714286
;CONEXAO BRANCA TEE ROSCAVEL 1/2'';2.71;5.0;3.8714285714285714
;CONEXAO BRANCA TEE ROSCAVEL 3/4'';3.43;6.0;4.9
;CONEXAO Bucha Redutora Sold Curta 25x20;0.61;1.0;0.8714285714285714
;CONEXAO Bucha Redutora Sold Curta 32x25;1.16;1.5;1.657142857142857
;CONEXAO BUCHA REDUTORA SOLD CURTA 50X40;3.78;5.1;5.4
;CONEXAO Bucha Redutora Sold Longa 40x25;4.0;5.5;5.714285714285714
;CONEXAO Bucha Redutora Sold Longa 50x25;3.17;4.5;4.5285714285714285
;CONEXAO Bucha Redutora Sold Longa 50x32;4.84;6.5;6.914285714285715
;CONEXAO Bucha Sold LR 20x1/2;3.84;5.5;5.485714285714286
;CONEXAO Bucha Sold LR 25x3/4;4.33;5.9;6.185714285714286
;CONEXAO CAP ESGOTO AA 40;2.04;3.0;2.9142857142857146
;CONEXAO CAP ESGOTO BB 50;3.06;5.75;4.371428571428572
;CONEXAO CAP ESGOTO CC 75;4.87;8.0;6.957142857142857
;CONEXAO CAP ESGOTO DD 100;5.5;8.5;7.857142857142858
;CONEXAO CAP ESGOTO EE 150;23.18;36.0;33.114285714285714
;CONEXAO CAP SOLDAVEL 25MM;0.8;2.0;1.142857142857143
;CONEXAO CAP SOLDAVEL 40MM;3.53;5.5;5.042857142857143
;CONEXAO CAP SOLDAVEL 50MM;4.36;6.9;6.2285714285714295
;CONEXAO CAP SOLDAVEL 60;7.95;10.8;11.357142857142858
;CONEXAO CURVA ESGOTO 45x75mm;24.45;38.0;34.92857142857143
;CONEXAO CURVA ESGOTO CURTA 90X100;13.9;22.0;19.857142857142858
;CONEXAO CURVA ESGOTO CURTA 90x40mm;4.12;6.5;5.885714285714286
;CONEXAO CURVA ESGOTO CURTA 90x50mm;5.0;8.0;7.142857142857143
;CONEXAO CURVA ESGOTO CURTA 90X75;12.8;19.9;18.28571428571429
;CONEXAO CURVA ESGOTO LONGA 45x100mm;29.43;42.0;42.042857142857144
;CONEXAO CURVA ESGOTO LONGA 90 X 100mm;31.98;51.0;45.68571428571429
;CONEXAO CURVA SOLD 90X25MM;2.3;3.6;3.2857142857142856
;CONEXAO CURVA SOLD 90x32;8.63;12.0;12.328571428571431
;CONEXAO CURVA SOLD 90X50MM;16.01;22.4;22.871428571428574
;CONEXAO ESPIGAL GALVANIZADO 1;14.0;23.0;20.0
;CONEXAO ESPIGAO GALVANIZADO 1/2;12.7;20.0;18.142857142857142
;CONEXAO ESPIGAO GALVANIZADO 3/4;14.8;23.0;21.142857142857146
;CONEXAO FRANJA FLANGE 25x3/4 ;7.3;12.3;10.428571428571429
;CONEXAO FRANJA FLANGE 32x1 ;9.82;17.0;14.02857142857143
;CONEXAO FRANJA FLANGE 40x1.1/4 ;16.99;23.8;24.271428571428572
;CONEXAO FRANJA FLANGE 50x1.1/2 ;15.48;24.9;22.114285714285717
;CONEXAO FRANJA FLANGE 60X2;36.93;63.5;52.75714285714286
;CONEXAO JOELHO AZUL LR 20x1/2 ;4.67;6.4;6.671428571428572
;CONEXAO JOELHO AZUL LR 25x1/2 ;3.49;5.6;4.985714285714287
;CONEXAO JOELHO AZUL LR 25x3/4 ;5.22;7.5;7.457142857142857
;CONEXAO JOELHO ESG Y 75;15.99;25.0;22.842857142857145
;CONEXAO JOELHO ESGOTO 45x100MM;6.15;9.8;8.785714285714286
;CONEXAO JOELHO ESGOTO 45x40MM;3.1;4.8;4.428571428571429
;CONEXAO JOELHO ESGOTO 45x50MM;3.3;5.0;4.714285714285714
;CONEXAO JOELHO ESGOTO 45x75MM;7.4;12.0;10.571428571428573
;CONEXAO JOELHO ESGOTO 90X100MM;5.3;8.2;7.571428571428572
;CONEXAO JOELHO ESGOTO 90X100MM C/ VISITA 50;15.5;23.9;22.142857142857146
;CONEXAO JOELHO ESGOTO 90x40MM;0.87;2.0;1.2428571428571429
;CONEXAO JOELHO ESGOTO 90x50MM;1.87;3.5;2.6714285714285717
;CONEXAO JOELHO ESGOTO 90x75mm;4.15;6.8;5.92857142857143
;CONEXAO JOELHO SOLDAVEL 45X25MM;1.69;2.5;2.414285714285714
;CONEXAO JOELHO SOLDAVEL 45x40mm;1.02;2.0;1.4571428571428573
;CONEXAO JOELHO SOLDAVEL 45x40mm;4.0;5.5;5.714285714285714
;CONEXAO JOELHO SOLDAVEL 45x50mm;5.59;7.9;7.985714285714286
;CONEXAO JOELHO SOLDAVEL 90x20mm;0.43;1.5;0.6142857142857143
;CONEXAO JOELHO SOLDAVEL 90x25mm;0.45;2.0;0.6428571428571429
;CONEXAO JOELHO SOLDAVEL 90X25MM LR;2.6;4.0;3.714285714285715
;CONEXAO JOELHO SOLDAVEL 90X32MM PLASTILIT;2.0;3.5;2.857142857142857
;CONEXAO JOELHO SOLDAVEL 90x40mm;4.49;6.2;6.414285714285715
;CONEXAO JOELHO SOLDAVEL 90x50MM PLASTILIT;3.15;5.5;4.5
;CONEXAO Junção Y Esgoto 100mm 6'';15.5;21.7;22.142857142857146
;CONEXAO Junção Y Esgoto 50mm ;8.25;12.0;11.785714285714286
;CONEXAO LUVA AZ 25X1/2;4.66;7.5;6.6571428571428575
;CONEXAO LUVA AZ 25X3/4;5.27;8.55;7.5285714285714285
;CONEXAO LUVA AZUL LR  25X3/4;5.2;8.55;7.42857142857143
;CONEXAO LUVA DE CORRER ESGOTO 100;15.5;23.5;22.142857142857146
;CONEXAO LUVA DE CORRER ESGOTO 40;6.7;11.5;9.571428571428573
;CONEXAO LUVA DE CORRER ESGOTO 50;8.5;13.5;12.142857142857144
;CONEXAO LUVA DE CORRER ESGOTO 75;9.7;15.75;13.857142857142858
;CONEXAO LUVA DE CORRER SOLDAVEL 20;9.6;15.0;13.714285714285715
;CONEXAO LUVA DE CORRER SOLDAVEL 25;8.3;14.0;11.85714285714286
;CONEXAO LUVA DE CORRER SOLDAVEL 40;29.15;44.9;41.642857142857146
;CONEXAO LUVA ESGOTO AA 40MM;1.1;2.0;1.5714285714285716
;CONEXAO LUVA ESGOTO BB 50MM;2.63;3.7;3.757142857142857
;CONEXAO LUVA ESGOTO CC 75MM;4.85;8.0;6.928571428571429
;CONEXAO LUVA ESGOTO DD  100MM;3.0;4.9;4.285714285714286
;CONEXAO LUVA GALVANIZADA 1.1/2;16.9;27.0;24.142857142857142
;CONEXAO LUVA GALVANIZADA 1.1/4;16.5;26.0;23.571428571428573
;CONEXAO LUVA LATAO AZ 25X3/4;5.05;7.2;7.214285714285714
;CONEXAO LUVA SOLD ROSCA 32X1;4.76;7.5;6.8
;CONEXAO LUVA SOLD ROSCA 40X1.1/4;6.09;9.5;8.700000000000001
;CONEXAO LUVA SOLDAVEL 25 3/4;0.65;1.5;0.9285714285714287
;CONEXAO LUVA SOLDAVEL 32;1.5;2.5;2.142857142857143
;CONEXAO LUVA SOLDAVEL 40 ;3.29;4.8;4.7
;CONEXAO LUVA SOLDAVEL 50;3.0;4.9;4.285714285714286
;CONEXAO Luva Soldável 60 ;11.5;16.0;16.42857142857143
;CONEXAO LUVA SOLDAVEL ROSCA 25X3/4;1.65;3.0;2.357142857142857
;CONEXAO MANGUEIRA ADAPTADOR INTERNO  1.1/4;3.54;5.3;5.057142857142858
;CONEXAO MANGUEIRA ADAPTADOR INTERNO 1 x 3/4;0.9;1.8;1.2857142857142858
;CONEXAO MANGUEIRA ADAPTADOR INTERNO 1.1/2;2.95;5.5;4.214285714285714
;CONEXAO MANGUEIRA ADAPTADOR INTERNO 3/4;0.7;1.5;1.0
;CONEXAO MANGUEIRA JOELHO C/ ROSCA INTERNA 2'';9.95;15.5;14.214285714285714
;CONEXAO MANGUEIRA JOELHO C/ ROSCA INTERNA 3/4'';0.96;1.5;1.3714285714285714
;CONEXAO MANGUEIRA JOELHO INTERNO 1;2.09;3.25;2.9857142857142858
;CONEXAO MANGUEIRA JOELHO INTERNO 1/2;1.7;2.0;2.428571428571429
;CONEXAO MANGUEIRA JOELHO INTERNO 3/4;0.9;1.5;1.2857142857142858
;CONEXAO MANGUEIRA TEE C/ BOCA ROSCA 3/4;3.7;5.7;5.2857142857142865
;CONEXAO MANGUEIRA TEE INTERNO 3/4;1.57;2.5;2.242857142857143
;CONEXAO MANGUEIRA UNIAO INTERNA 1'';1.83;3.0;2.6142857142857148
;CONEXAO MANGUEIRA UNIÃO INTERNA 1.1/2;4.81;6.8;6.871428571428571
;CONEXAO MANGUEIRA UNIAO INTERNA 1/2;0.55;1.5;0.7857142857142858
;CONEXAO MANGUEIRA UNIAO INTERNA 3/4;0.87;1.5;1.2428571428571429
;CONEXAO MANGUEIRA UNIAO INTERNA 3/8';0.5;2.0;0.7142857142857143
;CONEXAO MANGUEIRA UNIAO INTERNA REDUCAO 1.1/2X1.1/4;6.98;10.2;9.971428571428573
;CONEXAO MANGUEIRA UNIAO INTERNA REDUCAO 1.1/4X1;5.09;7.9;7.271428571428571
;CONEXAO MANGUEIRA UNIAO INTERNA REDUCAO 1X3/4;2.5;3.9;3.5714285714285716
;CONEXAO MANGUEIRA UNIAO INTERNA REDUCAO 3/4X1/2;1.06;2.0;1.5142857142857145
;CONEXAO NIP GALVANIZADO 1.1/2;14.87;23.0;21.242857142857144
;CONEXAO NIP GALVANIZADO 1.1/4;11.23;20.0;16.042857142857144
;CONEXAO REDUÇAO CURTA SOLD 60X50;4.35;9.5;6.214285714285714
;CONEXAO REDUCAO ESG 100X50;5.79;9.0;8.271428571428572
;CONEXAO REDUCAO ESG 100x50;7.0;9.0;10.0
;CONEXAO REDUCAO ESG 100x75;6.7;10.5;9.571428571428573
;CONEXAO REDUCAO ESG 50X40;1.9;3.0;2.7142857142857144
;CONEXAO REDUCAO ESG 75x50;6.17;9.5;8.814285714285715
;CONEXAO Registro Esférico Sold União 25mm;3.5;4.9;5.0
;CONEXAO Registro Esférico Sold União 50mm;29.13;39.5;41.614285714285714
;CONEXAO TAPA FURO 3/4 25MM;8.83;13.6;12.614285714285716
;CONEXAO Tapa Furo Tee Esgoto 100x100;33.69;48.5;48.128571428571426
;CONEXAO Tapa Furo Tee Esgoto 50x50;23.74;35.2;33.91428571428571
;CONEXAO TEE AZUL AZ 3/4X1/2;5.4;8.5;7.714285714285715
;CONEXAO TEE AZUL AZ 3/4X25;5.99;2.3;8.557142857142859
;CONEXAO TEE ESGOTO 100x50;12.13;19.0;17.32857142857143
;CONEXAO TEE ESGOTO 100x75;13.27;17.5;18.95714285714286
7898067900790.0;CONEXAO TEE ESGOTO AA 40 PLASTILIT;1.9;3.0;2.7142857142857144
;CONEXAO TEE ESGOTO BB 50;4.99;8.0;7.128571428571429
;CONEXAO TEE ESGOTO CC 75;8.99;13.9;12.842857142857143
;CONEXAO TEE ESGOTO DD 100;8.99;13.9;12.842857142857143
;CONEXAO TEE SOLD 25x25;0.69;2.0;0.9857142857142857
;CONEXAO TEE SOLD 32x25;5.3;7.2;7.571428571428572
;CONEXAO TEE SOLD 32X32;3.75;6.0;5.357142857142858
;CONEXAO TEE SOLD 50x25;6.94;10.0;9.914285714285715
;CONEXAO TEE SOLD 50X32;11.47;18.0;16.385714285714286
;CONEXAO TEE SOLD 50x50;6.8;10.5;9.714285714285715
;CONEXAO UNIAO INTERNA METAL FUNDIDO 1;22.4;35.0;32.0
;CONEXAO UNIAO INTERNA METAL FUNDIDO 1/2;15.6;24.0;22.28571428571429
;CONEXAO UNIAO SOLDAVEL 40MM;27.0;42.0;38.57142857142858
;CONEXAO UNIAO SOLDAVEL 50MM;31.4;50.0;44.85714285714286
;Conjunto Banheiro Alpha Branco/Madeirado;229.0;335.0;327.14285714285717
;Conjunto Banheiro Lion com Cuba Branco/Preto;335.0;452.0;478.5714285714286
;Conjunto Banheiro Master Branco/Rústico;247.0;334.0;352.8571428571429
;CONTATORA 12A;47.11;73.0;67.3
;CONTATORA 18A;54.52;84.0;77.8857142857143
;CONTROLE REMOTO VENTILADOR;73.98;114.0;105.6857142857143
7898589340050.0;CONTROLE VENTILADOR 1 LAMPADA C/ TOMADA;18.3;35.0;26.142857142857146
;Controle Ventilador Oscilante Bivolt Soprepor Externo;12.99;22.5;18.557142857142857
7898589340340.0;CONTROLE VENTILADOR TRIO 2 LAMPADAS C/ CAPACITOR;22.5;35.0;32.142857142857146
7898589340296.0;CONTROLE VENTILADOR TRIO 3+7 UF C/ CAPACITOR;19.9;34.0;28.428571428571427
7898589340081.0;CONTROLE VENTILADOR TRIO OSCILANTE C/ BOTAO ;12.99;21.0;18.557142857142857
;CORANTE EM PÓ TINGECOR GUARANY;2.73;4.5;3.9000000000000004
;CORANTE HIDRACOR LIQUIDO BRANCO;4.65;7.0;6.642857142857144
;CORANTE HIDRACOR LIQUIDO CORES;2.99;5.0;4.271428571428572
;CORDA 3MM;0.37;0.6;0.5285714285714286
;Corda Pet 05mm (155 mt);89.9;178.25;128.42857142857144
;Corda Pet 06mm (150 mt);85.98;270.0;122.82857142857144
;CORDA SEDA BRANCA TRANCADA 19MM;4.13;6.4;5.9
;CORDINHA DE CADEIRA;18.5;30.0;26.42857142857143
;CORRENTE XAXIM 44CM;2.56;3.95;3.6571428571428575
;CORRENTE XAXIM 64CM;3.64;5.7;5.2
;CORRENTE ZINCADA 3MM (MT);6.9;10.7;9.857142857142858
;CORRENTE ZINCADA 6MM (MT);19.56;28.0;27.942857142857143
;CORTAG ALICATE NIVELAMENTO PISO;52.99;82.9;75.7
;COTOVELO P/ CANALETA ;1.03;2.0;1.4714285714285715
;CRONOS GRELHA COM COLETOR ESCOVADO 15X50 C/ TELA;52.22;82.0;74.60000000000001
;CRONOS GRELHA COM COLETOR ESCOVADO 20X20 C/ TELA;34.3;53.0;49.0
;CRONOS GRELHA COM COLETOR ESCOVADO 20X30 C/ TELA;45.72;72.8;65.31428571428572
;CRONOS GRELHA COM COLETOR ESCOVADO 30X30 C/ TELA;67.51;105.0;96.44285714285715
;CRONOS RALO OCULTO PVC 10X10;14.83;23.0;21.185714285714287
;CRONOS RALO OCULTO PVC 10X10;18.9;31.0;27.0
;CRONOS SUPORTE LIXA MANUAL/EXTENSOR;25.25;39.9;36.07142857142858
;CUBA CELITE EMBUTIR 39X30;47.9;74.8;68.42857142857143
;CUBA CELITE EMBUTIR 49X32;59.9;93.9;85.57142857142857
;CUNHA CORTAG C/ 50PCS;21.5;34.0;30.714285714285715
;CUNHA NIVELADORA DEPLASTI;7.99;12.5;11.414285714285715
;CUNHA PARA ENXADA;0.6;3.0;0.8571428571428572
;D'DIAS ACABAMENTO C50/52;15.0;23.8;21.42857142857143
;D'DIAS CONVERSOL DECA X DOCOL;4.5;9.5;6.428571428571429
;D'DIAS ENGATE DUCHA HIGIENICA 120CM;15.0;23.5;21.42857142857143
;D'DIAS ENGATE TRANÇADO 40CM;14.5;22.5;20.714285714285715
;D'DIAS ENGATE TRANÇADO 60CM;16.5;26.9;23.571428571428573
;D'DIAS GATILHO PARA DUCHA HIGIÊNICA ABS;15.0;23.9;21.42857142857143
;D'DIAS GATILHO PARA DUCHA HIGIÊNICA METAL;15.5;24.8;22.142857142857146
