CÓDIGO ;PRODUTO ;CUSTO;VENDA;DESCONTO A VISTA 
7898542002261.0;ILUMI EXTENSAO 2P 10A 5MT;15.99;27.0;22.842857142857145
7898493994844.0;ILUMI PLAFON PRETO SOQUETE PORCELANA ;2.99;7.0;4.271428571428572
;ILUMI PLUGUE FEMEA 2P 10A POTE ;2.19;5.0;3.1285714285714286
;ILUMI PULSADOR CAMPAINHA EXTERNO;4.44;10.0;6.342857142857143
;ILUMI QUADRO DE DISJUNTORES 12DIN;30.9;48.0;44.142857142857146
;ILUMI QUADRO DE DISJUNTORES 16DIN;35.99;58.0;51.41428571428572
;ILUMI QUADRO DE DISJUNTORES 4DIN;18.5;32.0;26.42857142857143
;ILUMI QUADRO DE DISJUNTORES SOBREPOR 4DIN;26.9;45.0;38.42857142857143
;ILUMINARIA PLAFON LED 25W 33X33CM SEM FIM;66.99;104.9;95.7
;IMBER TUBO SOLDAVEL 32MM;32.98;51.0;47.114285714285714
;INOVA ESGUICHO GATILHO;8.0;13.2;11.428571428571429
;INOVA TORNEIRA BICA MOVEL LAVATORIO;18.5;29.5;26.42857142857143
;INOVA TORNEIRA BICA MOVEL PAREDE;17.5;27.9;25.0
;INOVA TORNEIRA COZINHA LONGA;12.0;21.9;17.142857142857142
;INOVA TORNEIRA COZINHA/TANQUE LONGA;11.0;20.9;15.714285714285715
;INOVA TORNEIRA DE MESA LAVATORIO ;12.0;19.5;17.142857142857142
;INOVA TORNEIRA JARDIM PRATA ;6.0;12.0;8.571428571428571
;INOVA TORNEIRA MAQUINA DE LAVAR;12.5;23.0;17.857142857142858
;INTERFONE PORTEIRO ELETRONICO AGL;143.6;230.0;205.14285714285714
;IQUINE DELANIL ESMALTE 3L;83.99;130.0;119.98571428571428
;IQUINE DELANIL ESMALTE 750ML;23.99;38.0;34.27142857142857
;IRWIN LAPIS DE CARPINTEIRO;2.34;3.8;3.342857142857143
;IRWIN TRENA PROFISSIONAL EMBORRACHADA 8MT;28.7;45.0;41.0
;IRWIN TRENA STANDARD 5M;17.12;31.2;24.45714285714286
7899097522310.0;ISERO FECHADURA CAIXAO;14.43;26.0;20.614285714285714
;ISOLADOR DE CERCA TIPO CASTANHA GRANDE;0.6;1.2;0.8571428571428572
;ISOLADOR DE CERCA TIPO GANCHO;1.12;1.8;1.6000000000000003
;ISOLADOR DE CERCA TIPO W GRANDE;0.47;0.9;0.6714285714285715
;JANELA CORRER 100X150X120  RIOBRAS AÇO BR;490.37;755.0;700.5285714285715
;JANELA CORRER 100X150X120 COD002 GEROTO ALUMINIO BR;433.0;670.0;618.5714285714286
;JOELHEIRA CORTAG;39.9;58.0;57.0
;JOGO BROCAS CONCRETO 8UNI;15.5;28.0;22.142857142857146
;JOGO BROCAS HSS 8UNI;25.0;40.0;35.714285714285715
;JOGO CATRACA 17PCS;26.9;41.9;38.42857142857143
;JOGO CHAVE 3X1;7.0;17.0;10.0
;JOGO CHAVE BITS PROFIELD;17.9;28.0;25.57142857142857
;JOGO CHAVE BITS SAINT REF F93;17.9;28.0;25.57142857142857
;JOGO ESCOVA DE AÇO PROFIELD;16.97;26.5;24.242857142857144
;JUNCAO METAL MAQUINA DE LAVAR;13.9;23.0;19.857142857142858
7898187881917.0;KIT ACABAMENTO P/ PARAFUSO TELHA COLONIAL C/ 20;41.94;65.0;59.91428571428572
;Kit Acessório Banheiro Alumínio;36.65;50.5;52.35714285714286
;KIT ATLAS ECONOMICO C/ BANDEJA 3PCS;22.5;38.0;32.142857142857146
;Kit Chaves Combinada 9 Peças;65.88;92.3;94.11428571428571
;KIT DUCHA HIGIENICA MARINI METAL;54.0;85.0;77.14285714285715
;KIT EMENDA TERMOSTATICA;37.9;64.4;54.142857142857146
;KIT JARDIM JARDINAGEM;15.0;25.0;21.42857142857143
;KIT MANGUEIRA 10M;20.27;33.0;28.95714285714286
;KIT MANGUEIRA 15M;29.4;46.0;42.0
;KIT MANGUEIRA 20M;39.2;62.0;56.00000000000001
;KIT MANGUEIRA 20M;39.2;62.0;56.00000000000001
;KIT MANGUEIRA DE GAS 1,25MTS;14.5;25.0;20.714285714285715
;KIT REPARO PNEU;12.9;18.9;18.42857142857143
;KIT REPARO VALVULA DOCOL 1.1/2 ORIGINAL;49.4;77.0;70.57142857142857
;KIT REPARO VALVULA HRDRA DECA ORIGINAL;55.98;88.0;79.97142857142858
;KIT VARAO DE CORTINA 2M;19.52;31.9;27.885714285714286
;KIT VARAO DE CORTINA 3M;29.27;46.9;41.81428571428572
;LAMINA ROCADEIRA 350MM;29.98;47.9;42.82857142857143
;LAMPADA 12W LED VER COMENTARIO;7.5;14.2;10.714285714285715
;LAMPADA 15W LED VER COMENTARIO;9.95;16.0;14.214285714285714
;LAMPADA 20W LED;9.9;18.0;14.142857142857144
;LAMPADA 30W LED;18.99;29.9;27.128571428571426
;LAMPADA 50W LED;33.85;58.0;48.35714285714286
;LAMPADA 9W LED VER COMENTARIO;5.25;9.9;7.500000000000001
;LAMPADA ANTI INSETO;6.84;12.0;9.771428571428572
;LAMPADA BULBO HALOGENA 127V 70W;2.69;5.0;3.842857142857143
;LAMPADA GELADEIRA;4.2;8.0;6.000000000000001
;LAMPADA TUBOLAR LED 18W 6500K BIV AVANT;14.5;24.0;20.714285714285715
7898586132078.0;LAMPADA TUBOLAR LED 18W 6500K BIV FOXLUX;12.99;24.0;18.557142857142857
7899452018717.0;LAMPADA TUBOLAR LED 9W 6500K BIV AVANT;10.55;22.5;15.071428571428573
;LANTERNA DE CABEÇA RECARREGAVEL;37.0;57.9;52.85714285714286
;LAVATORIO COM COLUNA CZ;174.0;250.0;248.57142857142858
;LAVATORIO COM COLUNA ZIP BR;157.55;250.0;225.0714285714286
;LAVATORIO INCEPA ZIP BR S/ COLUNA BR;99.23;165.0;141.75714285714287
;LAVATORIO INCEPA ZIP S/ COLUNA BR;90.72;140.0;129.6
;LIMA ENXADA KF;11.32;18.5;16.171428571428574
;LIMA ENXADA KF C/ CABO;12.69;20.0;18.12857142857143
;LIMA MOTOSERRA 3/16 KF;4.45;7.0;6.357142857142858
;LIMA MOTOSERRA 7/32 KF;4.17;6.9;5.957142857142857
;LIMA SERROTE KF;11.66;17.95;16.65714285714286
;LIMA THOMPSON ENXADA;12.85;20.0;18.357142857142858
;LIMPA CONTATO SPRAY 200ML;7.48;11.9;10.685714285714287
;LINHA PEDREIRO TRANÇADA MULTIFIO 100M;5.5;9.0;7.857142857142858
;LINHA PEDREIRO TRANÇADA MULTIFIO 50M;3.37;6.0;4.814285714285715
;LIXA AGUA 1200/1500/2000;5.6;9.0;8.0
;LIXA FERRO 3M;2.13;3.5;3.0428571428571427
;LIXA MASSA/MADEIRA 3M;0.63;1.5;0.9
;LIXA VELCRO 7'';1.76;3.0;2.5142857142857147
;LIXEIRA BASCULANTE 3,6L;10.22;16.0;14.600000000000001
;LIXEIRA BASCULANTE 7L;15.87;25.9;22.67142857142857
;LIXEIRA CHAO;90.67;140.0;129.52857142857144
;LIXEIRA PAREDE;71.06;110.0;101.51428571428572
;LIZA FERRO 3M 220;1.79;3.0;2.5571428571428574
;LONA CILO 8 X 50 MTS 200 FUZIL;16.36;30.0;23.371428571428574
;LONA CILO 8X50 R200;20.75;32.0;29.642857142857146
;LONA POLITILENO 3x2 FOXLUX;42.58;68.0;60.82857142857143
;LONA POLITILENO 4x3 FOXLUX;88.65;137.0;126.64285714285715
;LONA POLITILENO 4X4 FOXLUX;116.51;179.9;166.44285714285715
;LONA PRETA PLASTICO 15KG 4X100 MAXILONA;1.8;5.0;2.5714285714285716
;LORENZETTI TORNEIRA ELETRICA  127V 4800W;113.9;178.0;162.71428571428572
;LOTTUS FLEX DISCO CORTE PORCELANATO EXTRA FINO 22 C/ ANEL;28.5;55.0;40.714285714285715
;LOTTUS FLEX DISCO CORTE SEGMENTADO/TURBO FURO 22 C/ ANEL;14.9;38.0;21.28571428571429
;LUCONI ASSENTO SANITARIO POPULAR BRANCO;22.93;36.0;32.75714285714286
;LUCONI CAIXA SIFONADA BRANCA 100;8.21;15.0;11.728571428571431
;LUCONI CAIXA SIFONADA BRANCA 150;16.98;29.9;24.25714285714286
;LUCONI CAIXA SIFONADA CROMADA 100;11.38;18.0;16.25714285714286
;LUCONI CAIXA SIFONADA CROMADA 150;24.85;35.9;35.50000000000001
;LUCONI TANQUE PLASTICO 15L;54.26;85.0;77.51428571428572
;LUCONI TUBO DE LIGACAO PLASTICO BRANCO;4.09;10.0;5.842857142857143
;LUCONI VALVULA LAVATORIO ABS CROMADA CLICK GRANDE;10.37;21.8;14.814285714285715
;LUCONI VALVULA LAVATORIO ABS CROMADA CLICK PEQUENO;8.66;16.9;12.371428571428572
;LUMINARIA DE EMERGENCIA 30 LEDS BIVOLT;15.48;26.0;22.114285714285717
;LUMINARIA LED SLIM 18W 60X7,5CM;20.85;34.0;29.78571428571429
7899932507601.0;LUMINARIA LED SLIM 36W 120X7,5CM;25.99;42.0;37.128571428571426
;LUMINARIA PLAFON LED 18W 22X22CM ;31.03;51.5;44.328571428571436
;LUMINARIA PLAFON LED 18W 22X22CM AVANT;19.9;30.0;28.428571428571427
;LUMINARIA PLAFON LED 24W 30X30CM BELLAUX;49.9;77.0;71.28571428571429
;LUMINARIA PLAFON LED 25W MGC;26.61;42.0;38.01428571428571
;LUVA BORRACHA AMARELA XG;5.33;8.9;7.614285714285715
;LUVA ELETRODUTO CONDUITE 1.1/4 ;1.28;2.5;1.8285714285714287
;Luva Mão Algodão Nitril Amarela 9 Wuth;11.82;16.5;16.885714285714286
;LUVA MAO BRANCA PIMENTADA AZUL;3.15;5.0;4.5
;LUVA MAO POLIEST LARANJA WURTH;31.45;49.0;44.92857142857143
;LUVA PIGMENTADA BRANCA;3.15;5.0;4.5
;LUVA PU BLACK MARLUVAS;3.99;8.0;5.700000000000001
;LUVA PVC PUNHO LONGO VERDE;21.98;33.9;31.400000000000002
;LUVA RASPA DE COURO CANO LONGO ;12.1;22.0;17.285714285714285
;LUVA RASPA DE COURO CANO LONGO WURTH;30.52;42.0;43.6
;MACANETA ALIANÇA 86617;17.99;32.0;25.7
;MACHADO TRAMONTINA 3,5L TRAMONTINA;39.8;60.0;56.857142857142854
;MADEIRITE PRETO 2,20 X 1,10 X 13MM;79.53;125.0;113.61428571428573
;MADEIRITE ROSA 2,20 X 1,10 X 13MM;60.75;95.0;86.78571428571429
;MALHA POP LEVE 20X20 3.4MM PAINEL 2X3M GERDAU;41.85;80.0;59.78571428571429
;MANDRIL MTX 1/2;29.9;48.0;42.714285714285715
;MANGUEIRA AR/AGUA PRESSAO 300PSI 5/16;3.6;6.9;5.142857142857143
;MANGUEIRA CORRUGADA 1 32;0.92;2.5;1.3142857142857145
;MANGUEIRA CORRUGADA 1/2;0.82;1.5;1.1714285714285715
;MANGUEIRA CORRUGADA 3/4;1.0;2.5;1.4285714285714286
;MANGUEIRA CRISTAL 1/2X1,5;2.8;4.5;4.0
;MANGUEIRA CRISTAL 5/8X1,5;3.9;6.0;5.571428571428572
;MANGUEIRA DE GASOLINA;2.6;4.0;3.714285714285715
;MANGUEIRA DE NIVEL 5/16 X 1.5;1.3;2.0;1.8571428571428574
;MANGUEIRA ENTRADA DE AGUA 120CM MAQUINA DE LAVAR;8.7;15.0;12.428571428571429
;MANGUEIRA ENTRADA DE AGUA 120CM TANQUINHO;3.2;8.5;4.571428571428572
;MANGUEIRA GAS (MT) 3/8X3;4.3;6.8;6.142857142857143
;MANGUEIRA JARDIM 1/2 SILICONE;2.74;3.95;3.914285714285715
;MANGUEIRA JARDIM 1/2 TRANCADA AMARELA;2.99;4.6;4.271428571428572
;MANGUEIRA JARDIM 3/4x2,5 ;5.07;7.8;7.242857142857144
;MANGUEIRA PARA PISCINA 1.1/2'' SILICONADA;7.9;12.0;11.285714285714286
;MANGUEIRA POLITILENO IPLASTIC 1.1/4X3,0MM;3.6;5.5;5.142857142857143
;MANGUEIRA POLITILENO IPLASTIC 1/2X1,5MM;0.83;1.3;1.1857142857142857
;MANGUEIRA POLITILENO IPLASTIC 1/2X2,0MM;1.08;1.75;1.5428571428571431
;MANGUEIRA POLITILENO IPLASTIC 1X2,0MM;2.2;3.4;3.1428571428571432
;MANGUEIRA POLITILENO IPLASTIC 1X3,0MM;2.96;4.6;4.228571428571429
;MANGUEIRA POLITILENO IPLASTIC 2X3MM;6.05;9.35;8.642857142857142
;MANGUEIRA POLITILENO IPLASTIC 3/4X1,5MM;1.08;1.9;1.5428571428571431
;MANGUEIRA POLITILENO IPLASTIC 3/4X2,0MM;1.4;2.5;2.0
;MANGUEIRA POLITILENO IPLASTIC 3/4X2,5MM;1.73;2.7;2.4714285714285715
;MANGUEIRA SAIDA MAQUINA DE LAVAR 1,40;6.58;12.0;9.4
;MANGUEIRA SAIDA TANQUINHO 1,10;5.47;10.0;7.814285714285714
;MANGUEIRA TRANCADA ENTRADA DE AGUA MAQUINA 1,80;18.36;29.5;26.228571428571428
;MANQUEIRA JARDIM 1/2 TRANCADA;2.99;4.7;4.271428571428572
;MANTA ADESIVA 10 CM RL 10MTS;2.95;4.6;4.214285714285714
7898959829437.0;MANTA ADESIVA 15 CM RL 10MTS DRYKO VEDATUDO;2.72;4.5;3.885714285714286
;MANTA ADESIVA 20 CM RL 10MTS;3.16;5.15;4.514285714285715
;MANTA ADESIVA 30 CM RL 10MTS;5.23;8.2;7.471428571428572
;MANTA ADESIVA 90 CM RL 10MTS;15.53;24.5;22.185714285714287
;MAO FRANCESA 150 BRANCA;5.43;8.5;7.757142857142857
;MAO FRANCESA 200 BRANCA;6.16;9.5;8.8
;MAO FRANCESA 250 BRANCA;6.76;10.5;9.657142857142857
;MAO FRANCESA 300 BRANCA;7.41;11.5;10.585714285714287
;MAO FRANCESA 300 COLONIAL PRETA;11.91;18.5;17.014285714285716
;MAO FRANCESA 350 BRANCA;8.55;13.5;12.214285714285715
;MAO FRANCESA 400 BRANCA;10.08;15.8;14.4
;MAO FRANCESA 500 BRANCA;16.74;26.0;23.914285714285715
;MARINI ACABAMENTO REGISTRO;18.33;28.5;26.185714285714283
;MARINI CABIDE SIMPLES;6.49;10.5;9.271428571428572
;MARINI CABIDE STANDART ;5.7;9.0;8.142857142857144
;MARINI ENGATE FLEXIVEL 1,20M;18.9;30.0;27.0
;MARINI ENGATE FLEXIVEL 60CM;17.64;28.0;25.200000000000003
;MARINI KIT BANHEIRO BLACK;50.15;78.9;71.64285714285714
;MARINI KIT BANHEIRO LUXO;100.82;162.0;144.02857142857144
;MARINI KIT BANHEIRO REDONDO;42.33;68.0;60.471428571428575
;MARINI KIT BANHEIRO STANDART;46.0;72.0;65.71428571428572
;MARINI PORTA PAPEL COM TAMPA;12.9;19.9;18.42857142857143
;MARINI PORTA PAPEL STANDART S/ TAMPA;10.22;17.0;14.600000000000001
;MARINI PORTA SHAMPOO CANTO STANDART;27.8;43.7;39.714285714285715
;MARINI PORTA SHAMPOO INOX 10X35;28.33;45.8;40.471428571428575
;MARINI PORTA TOALHA ROSTO;16.05;25.0;22.92857142857143
;MARINI SABONETEIRA COM SUPORTE;12.8;19.9;18.28571428571429
;MARINI SABONETEIRA SEM SUPORTE;13.21;20.0;18.871428571428574
;MARINI VALVULA AMERICANA BORRACHA;13.9;22.0;19.857142857142858
;MARRETA MOMFORT 1,5KG;37.25;58.0;53.214285714285715
;MARRETA MOMFORT 1KG;26.38;42.0;37.68571428571428
;MARROART AEREO DUPLO S/ VIDRO 0,85;237.14;365.0;338.7714285714286
;MARROART AEREO TRIPLO S/ VIDRO 1,15;288.73;445.0;412.47142857142865
;MARROART CONJUNTO MILANO BANHEIRO 640X320X595 AÇO;406.62;580.0;580.8857142857144
;MARROART CONJUNTO SIENA BANHEIRO 450X320X59 AÇO;295.0;455.0;421.42857142857144
;MARROART CONJUNTO SIENA BANHEIRO 610X320X595 AÇO;325.0;505.0;464.28571428571433
;MARROART GABINETE COZINHA ELLOS BRANCO 120 AÇO;418.55;680.0;597.9285714285714
;MARROART GABINETE COZINHA ELLOS BRANCO 150 AÇO;499.5;780.0;713.5714285714287
;MARROART GABINETE COZINHA ELLOS BRANCO 180 AÇO;569.12;878.0;813.0285714285715
;MARROART GABINETE COZINHA ELLOS BRANCO 200 AÇO;598.64;930.0;855.2
;MARROART GABINETE TANQUE 1 CUBA AÇO;305.0;470.0;435.7142857142857
;MARROART GABINETE TANQUE 2 CUBAS AÇO;408.22;630.0;583.1714285714287
;MARTELETA 2 CORTES;54.2;74.5;77.42857142857143
;MARTELO CABO DE MADEIRA 25MM;20.2;32.0;28.857142857142858
;MARTELO CABO DE MADEIRA 27MM FUZIL;33.21;52.0;47.44285714285715
;MARTELO CABO DE MADEIRA BRAZHU 25MM;20.0;32.0;28.571428571428573
;MARTELO DE SILICONE;14.5;23.0;20.714285714285715
;MARTELO TROYA  MINI 23MM;20.9;34.0;29.857142857142858
;MASCARA C/ RESPIRADOR PFF2;1.91;4.0;2.7285714285714286
7896038104062.0;MASSA DE CALAFETAR POLYTUBES 21 FILETE;0.57;1.5;0.8142857142857143
7896038104062.0;MASSA DE CALAFETAR POLYTUBES CX;7.68;12.0;10.971428571428572
;MASSA DE POLIR BRANCA N02 400G MEGACAR;12.58;;17.97142857142857
;MASSA PLASTICA CARPLAST 400G;8.56;14.5;12.22857142857143
7898031540137.0;MASSA PLASTICA ULTRALIGHT 495G;15.14;23.5;21.62857142857143
;MASSEIRA METAL 20L;35.7;55.0;51.00000000000001
;MASSEIRA PLASTICA 20L;18.29;30.0;26.12857142857143
7898031540441.0;MAXI RUBBER BATIDA DE PEDRA;20.46;32.0;29.22857142857143
;MEGA DUCHA HIGIENICA PLASTICO;33.58;52.0;47.971428571428575
;METAIS REI SALVA REGISTRO S/ ACABAMENTO;27.9;45.0;39.857142857142854
;MINI PLAFON;2.5;5.0;3.5714285714285716
7898921098137.0;MIOLO FECHADURA PILLER ALIANCA;18.0;28.0;25.714285714285715
7898488651394.0;MIOLO FECHADURA STAM;19.41;30.0;27.72857142857143
;MISTURADOR DE TINTA;19.69;32.0;28.128571428571433
;MIX BOIA VAZAO TOTAL ;52.0;80.0;74.28571428571429
;MIX REPARO 903;9.0;13.9;12.857142857142858
;MIX REPAROS VEDADOR LAVATORIO 912;7.9;12.5;11.285714285714286
;MIX REPAROS VEDADOR TANQUE 903;8.0;12.5;11.428571428571429
;MIX REPAROS VEDADOR VALVULA AMERICANA 913;8.2;13.0;11.714285714285714
7898706990403.0;MOR FAROL LANTERNA HOLOFOTE POWER LED 140 LUMENS;24.98;38.9;35.68571428571429
7898706990434.0;MOR FAROL LANTERNA HOLOFOTE POWER LED 150 LUMENS;28.38;44.8;40.542857142857144
7898706990410.0;MOR FAROL LANTERNA HOLOFOTE POWER LED 250 LUMENS;33.29;52.9;47.55714285714286
;MOR FAROL LANTERNA HOLOFOTE POWER LED 265 LUMENS;70.8;109.9;101.14285714285714
7898706990397.0;MOR FAROL LANTERNA HOLOFOTE POWER LED 65 LUMENS;20.52;32.8;29.314285714285717
;MOR GARRAFA BULE 650ML VERMELHO/AMARELO;25.62;42.9;36.6
;MOR GARRAFA CAFÉ 1L RUBI/AZUL;16.67;25.8;23.814285714285717
;MOR GARRAFA CAFÉ DECORADA 1L BRANCA;23.73;39.9;33.900000000000006
;MOR GARRAFA CAFÉ PRESSAO NOBILE 1L PRETA;37.98;60.0;54.25714285714285
;MOR GUARDA CHUVA PRETO;22.26;35.9;31.800000000000004
;MOR GUARDA CHUVA SORTIDO;15.39;25.0;21.985714285714288
;MOR LIXEIRA AGATA 5L;35.99;60.0;51.41428571428572
;MOR VARAL DE CHÃO C/ ABAS ;81.33;127.0;116.1857142857143
;MULTIMETRO DIGITAL;24.92;36.0;35.6
;NEUTROL ACQUA 3,6L;79.2;123.0;113.14285714285715
;NEUTROL ACQUA 900ml;24.7;39.0;35.285714285714285
;NILO AREJADOR ARTICULADO ABS 3/4;5.0;8.0;7.142857142857143
;NILO BARRA DE APOIO 60CM CROMADO;59.9;95.0;85.57142857142857
;NILO CHAVETA CROMADA  C33 R01;11.86;18.5;16.942857142857143
;NILO CHAVETA CROMADA  R01;10.35;16.0;14.785714285714286
;NILO MECANISMO M18;9.9;16.0;14.142857142857144
;NILO REGISTRO DE PRESSAO 3/4 1400 NILO;19.9;32.0;28.428571428571427
;NILO REGISTRO GAVETA 1.1/2;92.9;148.0;132.71428571428572
;NILO REGISTRO METAL DUCHA HIGIENICA;22.9;36.0;32.714285714285715
;NILO REPARO CHAVETA AMARELA;8.9;14.0;12.714285714285715
;NILO REPARO REGISTRO R6;15.9;40.0;22.714285714285715
;NILO REPARO REGISTRO R8;15.9;40.0;22.714285714285715
;NILO TORNEIRA ABS ALTA CROMADA;22.7;35.9;32.42857142857143
;NILO TORNEIRA ABS TANQUE/JARDIM;12.82;21.5;18.314285714285717
;NILO TORNEIRA ABS TANQUE/MAQUINA CROMADA;25.98;42.0;37.114285714285714
;NILO TORNEIRA BANCADA BICA MOVEL GOURMT RED;66.9;105.0;95.57142857142858
;NILO TORNEIRA PIA BICA MOVEL GOURMET BLACK;74.9;116.0;107.00000000000001
;NIVEL ALUMINIO FOXLUX 16'';39.03;62.0;55.75714285714286
;NIVEL ALUMINIO FOXLUX 20'';45.73;72.0;65.32857142857142
;NIVEL ALUMINIO FOXLUX 24'';53.79;83.0;76.84285714285714
;NIVEL PROFIELD 30CM;12.9;19.9;18.42857142857143
;NIVEL PROFIELD 45CM;16.9;28.0;24.142857142857142
;NIVEL PROFIELD 60CM;20.9;34.0;29.857142857142858
;NOVA LIGA 1L;5.39;12.0;7.7
;NUMERO ALUMINIO;6.28;9.8;8.971428571428572
7899377125538.0;NUMERO ESPELHADO;6.8;10.5;9.714285714285715
;Oleo Singer 100ml;5.8;8.0;8.285714285714286
;ORGANIZADOR FIOS 10MT;17.88;28.0;25.542857142857144
;PA COM CABO QUADRADA MOMFORT;38.34;60.0;54.77142857142858
;PA DE BICO MOMFORT;26.45;42.0;37.785714285714285
;PA DE LIXO AÇO;9.48;15.0;13.542857142857144
;PA DE LIXO PLASTICO;6.53;12.0;9.32857142857143
;PACETA COLHER DE PEDREIRO;31.89;42.3;45.557142857142864
;PAG DESEMPENADEIRA DENTADA 25X12;21.9;34.9;31.285714285714285
;PAG DESEMPENADEIRA DENTADA 30X12;24.9;39.9;35.57142857142857
;PAG DESEMPENADEIRA DENTADA 35X12;26.2;42.0;37.42857142857143
;PAG DESEMPENADEIRA LISA AÇO 30 X 12 ;25.2;39.9;36.0
;PAG DESEMPENADEIRA PORCELANATO GALOCHA 35X12 ;26.2;42.0;37.42857142857143
7898946673203.0;PALHA DE AÇO N02 AÇO BOM;1.16;2.5;1.657142857142857
;PAMPA ROLO LA ALTA NATURAL HOBBY 23CM;12.9;20.0;18.42857142857143
;PAMPA ROLO LA ANTI-GOTA BRANCO/AMARELO BRANCO/VERDE 23CM;7.9;14.0;11.285714285714286
;PAMPA ROLO LA ANTI-GOTA VERMELHO 23CM;9.9;16.0;14.142857142857144
;PAMPA ROLO LA EXTRA PLUS CAIXA 23CM;19.9;32.0;28.428571428571427
;PAMPA SUPORTE ROLO 23CM;3.29;6.0;4.7
;PARAFUSO BROCANTE 35X35;0.09;0.25;0.1285714285714286
;PARAFUSO CHIPBOARD 4,0X40MM;0.08;0.18;0.1142857142857143
;PARAFUSO CHIPBOARD 4,0x45MM;0.2;0.35;0.28571428571428575
;PARAFUSO CHIPBOARD 4,0x45MM;0.05;0.15;0.07142857142857144
;PARAFUSO CHIPBOARD 4,0X50MM;0.11;0.2;0.15714285714285717
;PARAFUSO CHIPBOARD 5,0x30MM;0.14;0.25;0.20000000000000004
;PARAFUSO CHIPBOARD 5,0X45MM;0.45;0.65;0.6428571428571429
;PARAFUSO CHIPBOARD 5,0X50MM;0.18;0.35;0.2571428571428572
;PARAFUSO CHIPBOARD 5,0X70MM;0.25;0.38;0.35714285714285715
;PARAFUSO CHIPBOARD 6,0X100MM;0.47;0.85;0.6714285714285715
;PARAFUSO CHIPBOARD 6,0X100MM;0.4;0.65;0.5714285714285715
;PARAFUSO CHIPBOARD 6,0x35MM;0.21;0.35;0.3
;PARAFUSO CHIPBOARD 6,0x45MM;0.24;0.4;0.34285714285714286
;PARAFUSO CHIPBOARD 6,0X60MM;0.29;0.5;0.41428571428571426
;PARAFUSO CHIPBOARD 6,0X70MM;0.4;0.63;0.5714285714285715
;PARAFUSO CHIPBOARD 6,0X90MM;0.92;1.25;1.3142857142857145
;PARAFUSO FENDA 1/4X1.1/2;0.76;1.2;1.0857142857142859
;PARAFUSO FENDA 1/4X2.1/2;0.67;1.25;0.9571428571428573
;PARAFUSO FENDA 3/16X1.1/2;0.28;0.45;0.4000000000000001
;PARAFUSO FENDA 3/16X2;0.34;0.55;0.48571428571428577
;PARAFUSO FIXACAO ASSENTO SANITARIO ASTRA;15.3;24.5;21.85714285714286
;PARAFUSO FRANCES POL UNC 1/4x2;0.575;0.95;0.8214285714285714
;PARAFUSO FRANCES POL UNC 1/4x2.1/2;0.5;0.8;0.7142857142857143
;PARAFUSO FRANCES POL UNC 1/4x3;0.52;0.8;0.7428571428571429
;PARAFUSO FRANCES POL UNC 1/4x3.1/2;0.75;1.2;1.0714285714285714
;PARAFUSO FRANCES POL UNC 3/8X2  ;0.8;1.3;1.142857142857143
;PARAFUSO FRANCES POL UNC 3/8X3;1.28;2.1;1.8285714285714287
;PARAFUSO FRANCES POL UNC 3/8X5  ;2.4;3.7;3.428571428571429
;PARAFUSO FRANCES POL UNC 3/8X5.1/2  ;3.48;5.4;4.9714285714285715
;PARAFUSO FRANCES POL UNC 3/8X6  ;3.69;5.7;5.271428571428571
;PARAFUSO FRANCES POL UNC 3/8X6.1/2   ;4.05;6.25;5.785714285714286
;PARAFUSO FRANCES POL UNC 5/16x2;0.75;1.2;1.0714285714285714
;PARAFUSO FRANCES POL UNC 5/16x2.1/2;0.95;1.55;1.3571428571428572
;PARAFUSO FRANCES POL UNC 5/16X3;0.84;1.3;1.2
;PARAFUSO FRANCES POL UNC 5/16x3.1/2;1.2;2.5;1.7142857142857144
;PARAFUSO FRANCES POL UNC 5/16X4;1.2;1.9;1.7142857142857144
;PARAFUSO FRANCES POL UNC 5/16X5  ;1.32;2.05;1.885714285714286
;PARAFUSO FRANCES POL UNC 5/16X6  ;2.55;3.95;3.642857142857143
;PARAFUSO PONTA AGULHA FLANGEADO 4,2 X 13;0.08;0.15;0.1142857142857143
;PARAFUSO PONTA AGULHA FLANGEADO 4,2 X 19;0.11;0.2;0.15714285714285717
;PARAFUSO PRETO PONTA GULHA 3,5 X 40;0.07;0.15;0.10000000000000002
;PARAFUSO ROSCA TOTAL 5X35MM;0.53;0.75;0.7571428571428572
;PARAFUSO SEXT ROSCA UNC 1/2X4.1/2;4.23;6.9;6.042857142857144
;PARAFUSO SEXT ROSCA UNC 1/2X4.1/2;2.79;4.5;3.985714285714286
;PARAFUSO SEXT ROSCA UNC 1/4X1    ;0.42;0.65;0.6
;PARAFUSO SEXT ROSCA UNC 1/4X2   ;0.44;0.7;0.6285714285714287
;PARAFUSO SEXT ROSCA UNC 1/4X3.1/2  ;0.53;0.85;0.7571428571428572
;PARAFUSO SEXT ROSCA UNC 1/4X4  ;0.87;1.35;1.2428571428571429
;PARAFUSO SEXT ROSCA UNC 1/4X5;0.87;1.35;1.2428571428571429
;PARAFUSO SEXT ROSCA UNC 3/4X4.1/2 C/ PORCA/RUELA;8.97;15.9;12.814285714285717
;PARAFUSO SEXT ROSCA UNC 3/8X1  ;0.67;1.05;0.9571428571428573
;PARAFUSO SEXT ROSCA UNC 3/8X1.1/2  ;0.52;1.1;0.7428571428571429
